product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
ec019a7e1feb42072e2a07b6317c7edb,brinquedos,48.0,135.0,1.0,10550.0,65.0,7.0,45.0
fff0a542c3c62682f23305214eaeaa24,papelaria,23.0,146.0,3.0,300.0,30.0,10.0,20.0
aedb7e30007f6051c5b3f97156b0848a,artes,32.0,195.0,1.0,150.0,25.0,2.0,19.0
ecaae002060173ec59f5b168cbd55d70,automotivo,51.0,1741.0,1.0,825.0,20.0,24.0,15.0
dccef777bc505f2eca720502c209988d,eletrodomesticos,56.0,173.0,1.0,150.0,18.0,8.0,13.0
1ba7948f3aa31cdaf78a4885f3c5385a,brinquedos,29.0,566.0,2.0,1220.0,20.0,33.0,22.0
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,52.0,424.0,1.0,175.0,22.0,11.0,15.0
9181a16945ef449aa81212d5139945ec,bebes,58.0,1261.0,3.0,6950.0,85.0,11.0,50.0
302a19dacdbb5ed2f74f9dee8126ef79,bebes,64.0,882.0,5.0,300.0,17.0,7.0,24.0
98190f6a2c3253d07ca86525bb238162,eletronicos,25.0,813.0,1.0,1836.0,61.0,6.0,24.0
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53.0,579.0,1.0,675.0,22.0,24.0,21.0
eca3036ef7ba11b3331c334b7053fe13,telefonia,51.0,443.0,1.0,117.0,19.0,4.0,12.0
98d0e0ca6213edc063889593a2475e36,automotivo,55.0,978.0,1.0,13825.0,70.0,35.0,49.0
622d3b263cd40b06e1eeea144fb83f19,bebes,19.0,200.0,1.0,250.0,21.0,4.0,13.0
15cd31f93b25e5a517f05b1af31d353f,brinquedos,55.0,1475.0,1.0,400.0,20.0,20.0,20.0
cd7701670288642f7be9437dec9034c1,perfumaria,48.0,606.0,2.0,400.0,16.0,20.0,15.0
37dffde0476450e75dae423136954b0f,automotivo,60.0,1023.0,5.0,250.0,20.0,20.0,20.0
d19d6968c8fa843da04bf9c9d23c312f,automotivo,53.0,1373.0,4.0,400.0,16.0,7.0,11.0
185013b2b9237c14bd26a394d9fda023,climatizacao,56.0,1161.0,1.0,150.0,20.0,8.0,13.0
bb31a27a0b24236c8ce7e0c6264c51ec,telefonia,49.0,276.0,12.0,100.0,19.0,3.0,11.0
99a5e7a2c16478ff3f0ea9c20eb2820f,automotivo,55.0,1658.0,3.0,550.0,16.0,21.0,18.0
8a2d3285de64b2117fbf83784acd09fc,automotivo,59.0,1250.0,1.0,250.0,16.0,27.0,15.0
fdac82e439dafa5f87a9547581532380,automotivo,60.0,1541.0,1.0,1000.0,26.0,40.0,20.0
115bc0865dc675638645e1ab5311e30c,bebes,46.0,726.0,3.0,850.0,42.0,25.0,15.0
8d51190d4e52d32e6abf3d0551501114,telefonia,61.0,212.0,1.0,200.0,19.0,4.0,11.0
dc582e9ac5036846acfeeb3093b17aa7,perfumaria,50.0,749.0,1.0,1300.0,22.0,14.0,14.0
3c2f792f1041177a81913a977431a99e,eletronicos,40.0,549.0,1.0,200.0,20.0,20.0,20.0
4ed86bcb86407328452ac1c5b3b89d67,bebes,59.0,255.0,2.0,500.0,30.0,8.0,35.0
9a5a361f3cd6c280f6bf4ffb6207c51e,papelaria,41.0,552.0,2.0,200.0,23.0,7.0,15.0
7f383ce1a13d3d90e3d6074557ee8deb,telefonia,52.0,819.0,4.0,200.0,17.0,13.0,16.0
f2a1b32f85cad59ff2a8444154ac25f0,climatizacao,51.0,2959.0,4.0,7800.0,105.0,10.0,40.0
5027a29c73fb3aa5e93eae6867c9a2e7,papelaria,53.0,500.0,2.0,550.0,16.0,4.0,11.0
76df076d70248fa44de6ed8c31a1a9b5,papelaria,52.0,219.0,1.0,1000.0,26.0,8.0,33.0
a77e6c93242ae050800cb3e5b98c2fcd,bebes,59.0,348.0,2.0,8300.0,45.0,25.0,45.0
a1d17216996bf0cbba886f91bfd31c77,telefonia,51.0,1015.0,1.0,103.0,21.0,6.0,14.0
22776ebd2bfdf5f55499fd324862a673,automotivo,42.0,878.0,2.0,500.0,20.0,8.0,14.0
6b5af19067eeadc0f331687a79ca656b,papelaria,62.0,621.0,1.0,600.0,16.0,6.0,11.0
f2d80346f1dd6986e9e6611db7b708aa,bebes,52.0,446.0,1.0,50.0,16.0,2.0,11.0
1f64ec386a6be322e71596931f5d2377,perfumaria,46.0,499.0,1.0,200.0,16.0,22.0,11.0
0417855683de23ba1e20e8a358a5ac7c,automotivo,59.0,633.0,5.0,1475.0,68.0,9.0,35.0
eced39e6c33db4b865ea46d12dde67d8,brinquedos,59.0,3492.0,3.0,650.0,35.0,10.0,15.0
afce90df29b9a0c1bfe5e1033f1197b1,telefonia,42.0,356.0,4.0,75.0,19.0,3.0,11.0
ef76ea9ee88ad60b9680c7635f2baaa8,bebidas,57.0,497.0,1.0,200.0,20.0,9.0,14.0
9339df4b551cc289617ed742b9af7925,telefonia,54.0,409.0,1.0,200.0,19.0,4.0,11.0
09c3d39641970009c198caed304ccfc4,bebes,52.0,1659.0,1.0,300.0,68.0,7.0,13.0
e05646078b508ff048d63d3af7775ca1,eletroportateis,58.0,613.0,1.0,1300.0,20.0,16.0,20.0
a453b4ccccf554efba31d5ada5a59a60,telefonia,60.0,818.0,6.0,300.0,17.0,4.0,12.0
2068e3435a38f6a3cc95ba89a96378ab,automotivo,58.0,894.0,1.0,3300.0,35.0,20.0,20.0
28e410092e56a080e14595c053d0bbe8,perfumaria,45.0,416.0,1.0,200.0,16.0,16.0,16.0
3488d2ce36e718097c1509444289ef7f,perfumaria,40.0,1176.0,1.0,514.0,18.0,12.0,15.0
fea2f92877b647dc07ea8e3f4aa2cf3f,brinquedos,35.0,537.0,2.0,7400.0,45.0,29.0,53.0
b72e63f4630dcaded1689b28efa4c583,brinquedos,59.0,1272.0,5.0,1000.0,30.0,13.0,30.0
ff7ac89ca5b77d0fb5f8a65262d73956,perfumaria,46.0,483.0,1.0,1000.0,20.0,14.0,13.0
1684f99c7e0e67403e52a7783366870f,automotivo,60.0,651.0,5.0,4200.0,78.0,4.0,47.0
7715f7da32957a84ad267799121a90e2,perfumaria,60.0,773.0,1.0,350.0,16.0,11.0,11.0
ac1290e4432c1f2662b71ac47da47691,telefonia,43.0,533.0,2.0,125.0,19.0,3.0,11.0
b23cfa104a0f297458ecebea590a33d5,telefonia,46.0,660.0,2.0,100.0,19.0,3.0,11.0
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56.0,505.0,2.0,200.0,20.0,20.0,20.0
ad0e74d7a7848008daa87492dff8db9f,automotivo,57.0,1631.0,3.0,500.0,16.0,21.0,18.0
f159439c5c382fae366d444e05c590c1,perfumaria,52.0,365.0,1.0,400.0,18.0,18.0,12.0
8eed5d27f5b8c6248731efb4782f6141,automotivo,41.0,1510.0,1.0,2800.0,16.0,2.0,11.0
c01cc7b6054e22d68972a35df1e0c249,automotivo,54.0,1636.0,1.0,8500.0,18.0,29.0,13.0
2043cae78c8b731c405c7329a05154b2,eletroportateis,52.0,640.0,3.0,750.0,30.0,30.0,30.0
17da5d80ea0eeabd565083183027d588,bebidas,59.0,879.0,1.0,700.0,20.0,20.0,20.0
b5d214651360e2d58e13b48ae69c6199,bebes,46.0,1654.0,6.0,10400.0,100.0,23.0,27.0
41ae9f1ae64408cbe2b980a3227f04b3,papelaria,55.0,1349.0,2.0,1000.0,27.0,10.0,20.0
8f9dc141063eb39ea09a9df984895c50,automotivo,45.0,764.0,4.0,1475.0,32.0,28.0,28.0
84a77e7e0bd4806ffd493e8a8c37737d,papelaria,52.0,145.0,10.0,3600.0,36.0,8.0,15.0
955821b9200f75f399d091f381821044,eletrodomesticos,47.0,82.0,1.0,150.0,20.0,13.0,15.0
bb8248b78690e295b4978f78009e4b94,telefonia,56.0,367.0,3.0,150.0,21.0,7.0,14.0
2ae501b303a5a8e6f75c8c36f366b2d5,perfumaria,30.0,138.0,1.0,150.0,22.0,7.0,16.0
4732ecf5e4abee8f7ff4d1b8df0f7af5,automotivo,39.0,1571.0,3.0,1100.0,37.0,12.0,30.0
4723ab93377036eb7e0c15dfca8c8ce6,telefonia,50.0,561.0,3.0,200.0,19.0,3.0,12.0
1dce3fd38c13a3e74fe5000f33858442,automotivo,58.0,674.0,3.0,1800.0,22.0,10.0,18.0
05d26098907b7bd26c0f92feefd10eae,brinquedos,43.0,389.0,1.0,200.0,18.0,13.0,16.0
265928225c1358e74bf8668ff65096f3,brinquedos,25.0,119.0,1.0,300.0,16.0,17.0,11.0
ee2405458ecf90c4d6e1c55a9680de91,brinquedos,60.0,919.0,2.0,17650.0,45.0,50.0,45.0
44d958961868395bfe852e70d48081f4,brinquedos,31.0,254.0,1.0,200.0,16.0,10.0,11.0
1b726b3b028ce5af355fc94c066520d7,eletrodomesticos,60.0,230.0,1.0,425.0,39.0,17.0,39.0
c51dc74a8b5018e82e9e44ef4b647227,perfumaria,60.0,418.0,1.0,650.0,16.0,10.0,11.0
5ec9cc4e1217d387b9fedfa362b7bc24,automotivo,56.0,1310.0,1.0,3750.0,42.0,19.0,25.0
7c1043bb5837db0c6bc1953419a18628,papelaria,59.0,495.0,7.0,800.0,22.0,7.0,15.0
60e68dc2013929af2b3b5408e2da87fd,brinquedos,52.0,397.0,5.0,550.0,32.0,11.0,20.0
270c3d76b5efb36480487920cec3e167,eletrodomesticos,57.0,335.0,1.0,1250.0,22.0,11.0,20.0
c20fbbd4ccf2f7da70e150689a6a905f,perfumaria,47.0,723.0,1.0,455.0,21.0,15.0,17.0
ed9b924bdbd0fd22c60aba6dddfbb6e5,audio,60.0,1046.0,1.0,675.0,22.0,9.0,16.0
bc86251d831265a9937ccfccecd6c224,automotivo,59.0,867.0,5.0,1500.0,68.0,9.0,33.0
fc37e09bb4dadd1eef5e92e954b1c72e,bebes,51.0,1243.0,2.0,500.0,30.0,6.0,23.0
bdb0b11a36aed4d0d862a7037c838560,telefonia,45.0,742.0,3.0,383.0,16.0,12.0,13.0
c4df35b0ef8a1996cd7118d81c1632ad,bebidas,44.0,744.0,1.0,4300.0,16.0,15.0,11.0
e1bb819e98ca4d6153c28872921f171e,automotivo,56.0,1108.0,6.0,450.0,20.0,15.0,15.0
d400b62525c30cb8ec0786613bb0d93f,eletroportateis,58.0,613.0,1.0,650.0,16.0,10.0,16.0
0011c512eb256aa0dbbb544d8dffcf6e,automotivo,58.0,177.0,1.0,100.0,16.0,15.0,16.0
afb0d399cb1dec68de437eec41c94fad,telefonia,58.0,733.0,6.0,100.0,18.0,6.0,14.0
37d2e3656244fd840ebd0460360455cd,papelaria,36.0,215.0,1.0,700.0,45.0,10.0,31.0
f3979f97b4913d696bbe9c7c425c5e4e,bebes,36.0,654.0,3.0,18667.0,88.0,28.0,67.0
25a048d00b596eeac27424b4e897f07e,musica,50.0,364.0,2.0,100.0,24.0,11.0,16.0
00a985c524adbb97a4211e4ce17aabec,telefonia,58.0,734.0,3.0,250.0,17.0,4.0,12.0
ae4a8a8e8a8f8850c720e68c182b1625,eletronicos,60.0,300.0,4.0,24050.0,80.0,30.0,60.0
f50df9b142a624bf4c4d8495489a207e,brinquedos,60.0,804.0,1.0,600.0,23.0,25.0,20.0
e792f2bb275bdea9b6076c2acbb5abcd,perfumaria,47.0,1090.0,1.0,850.0,16.0,14.0,11.0
7ffd59e4a33610e863f39cd3040ae7b1,automotivo,48.0,557.0,4.0,350.0,44.0,17.0,30.0
20d672f52195d2c20168f758a77303d6,automotivo,51.0,93.0,1.0,200.0,16.0,15.0,15.0
3b2d98c62a89221177c0f6213256816b,telefonia,55.0,316.0,2.0,150.0,16.0,4.0,11.0
e000ecbb2e86143e74b3b2c3cf15f21e,brinquedos,60.0,196.0,4.0,1150.0,30.0,30.0,30.0
b6665355b9d865e088250a5c8d7b36c1,brinquedos,58.0,246.0,1.0,300.0,37.0,20.0,20.0
6af5a2183cea4408f4292dd86be5f667,brinquedos,54.0,457.0,1.0,400.0,30.0,10.0,20.0
31eb78f384a585823382f8963cdf5849,papelaria,57.0,223.0,4.0,1500.0,60.0,20.0,29.0
91ad72a5e0313d764d9603f18f2c3658,telefonia,59.0,486.0,1.0,253.0,20.0,10.0,18.0
85f17a3ccc10ef41645833b7074f3d63,papelaria,42.0,148.0,4.0,800.0,29.0,10.0,25.0
cedc0a95516e84ab083db0319e55003f,automotivo,58.0,1590.0,4.0,7350.0,24.0,69.0,53.0
01cf8c7364048b4b6ed0fe400667054d,brinquedos,42.0,241.0,1.0,1200.0,30.0,16.0,20.0
1ecaa47c3ade7f098ca5dd97e8dcb018,telefonia,54.0,653.0,1.0,150.0,19.0,3.0,11.0
6a944207f516a3e570fb1205489438bf,brinquedos,63.0,784.0,1.0,300.0,20.0,7.0,20.0
af76a54b712e9cab85d2824e96c56ff8,automotivo,60.0,505.0,3.0,200.0,24.0,2.0,17.0
6acf371d62b424190897033ef93947bb,telefonia,25.0,1052.0,5.0,300.0,16.0,7.0,11.0
2b250e4c796f4ce9da7ee0465bd1b574,musica,43.0,656.0,2.0,783.0,16.0,8.0,15.0
c293414ca6dacfb6085739783def4ef6,brinquedos,52.0,706.0,4.0,2450.0,23.0,7.0,23.0
01b154ceb5457897eb28b9e549f28219,papelaria,54.0,447.0,1.0,400.0,25.0,10.0,17.0
2d6676e04aac85ce66dcf8d0529f4012,perfumaria,46.0,458.0,1.0,500.0,20.0,12.0,15.0
da86f2cc2faf840b7b86390726b88905,perfumaria,37.0,107.0,2.0,200.0,22.0,3.0,11.0
e9f4a2b16f44a27e454037659cceb20f,automotivo,47.0,84.0,2.0,200.0,32.0,8.0,26.0
33202a8e7a645388c41ed714203d7131,alimentos,45.0,911.0,1.0,3350.0,20.0,21.0,20.0
99d1f27bf9ea0392ab69d0203c6efdc4,perfumaria,60.0,1772.0,1.0,150.0,16.0,16.0,15.0
096b3aa9d2c93af82434f196a713ad74,automotivo,53.0,366.0,1.0,5750.0,30.0,19.0,31.0
9e3fb85220e7c0d45fab9a93288ec717,automotivo,52.0,1304.0,1.0,200.0,18.0,9.0,13.0
29589c613b8c17e6fe91da9af08ed148,automotivo,45.0,736.0,3.0,350.0,25.0,10.0,20.0
e834949329e7a91948b7c8a01f508b6d,papelaria,51.0,59.0,1.0,100.0,16.0,5.0,16.0
bfd9a39f1774d4ca8773f1f42f09d187,bebes,60.0,849.0,5.0,750.0,50.0,5.0,40.0
59f8cb217c16b9d838ab8f6d92fd2eea,automotivo,32.0,1313.0,2.0,250.0,18.0,19.0,15.0
3647983375e701c3f089068b5fc0cf98,automotivo,60.0,1146.0,1.0,4000.0,65.0,25.0,25.0
0ca31cd8916e06a977f3596faddc6852,automotivo,60.0,703.0,6.0,9050.0,56.0,11.0,32.0
64cb768ce668c3df58334a28d528b754,brinquedos,41.0,517.0,1.0,875.0,65.0,23.0,20.0
f99af3a3d10f7a52df7eb10abd1b72be,telefonia,55.0,880.0,3.0,50.0,18.0,6.0,11.0
bb9aa579b534cb9d96b38fcac94759b6,eletronicos,55.0,1702.0,5.0,750.0,21.0,10.0,14.0
5773723f7819ffb88c5c758f8f8c183c,perfumaria,54.0,909.0,2.0,700.0,20.0,20.0,20.0
f5287cac0d71b68c9cbf57fe0e19181e,automotivo,49.0,199.0,1.0,2800.0,95.0,7.0,33.0
c24f692e0f20f854c24c31517610ba7c,telefonia,54.0,1057.0,6.0,200.0,18.0,3.0,16.0
d3f4f3de0f4576184674937d1e9cecca,brinquedos,51.0,122.0,4.0,450.0,20.0,31.0,30.0
9ce90721c582bede1c152150a883b801,brinquedos,54.0,240.0,1.0,300.0,20.0,20.0,20.0
a56af7192032f295ac582a2d70e4caba,telefonia,57.0,1887.0,2.0,600.0,23.0,18.0,20.0
1ac09f60f3c3bc2021c637ef23fa3248,brinquedos,31.0,735.0,3.0,600.0,20.0,20.0,20.0
e4003447524c275bcd706d07068b3f3d,telefonia,25.0,287.0,1.0,75.0,19.0,3.0,11.0
baf76b06184501269d8e44228cc940ac,automotivo,60.0,332.0,2.0,100.0,16.0,5.0,16.0
036734b5a58d5d4f46b0616ddc047ced,telefonia,58.0,751.0,5.0,300.0,17.0,4.0,12.0
e7ef7e0bc312196681f8304cf7ddd92e,automotivo,37.0,269.0,3.0,6700.0,70.0,25.0,22.0
2954628cc646e129a849918ab2b366ee,automotivo,59.0,651.0,5.0,4200.0,78.0,4.0,47.0
71685103d269d757074595a20bb82211,telefonia,60.0,776.0,6.0,100.0,17.0,4.0,12.0
13ccab6df565f4b742fcd81031be9aaa,brinquedos,44.0,1250.0,4.0,3850.0,35.0,26.0,41.0
1860b96949f9ff0adcd5e2c340d32e12,automotivo,51.0,966.0,3.0,800.0,21.0,8.0,14.0
a1766f2d27b4e90a0d78d8e115295399,perfumaria,58.0,942.0,2.0,450.0,16.0,16.0,22.0
fddede0d4854d07dbb9bcf3b090697f3,automotivo,53.0,357.0,2.0,500.0,16.0,16.0,12.0
4b54c1f607b7a55ec9a34555b5607539,automotivo,57.0,703.0,6.0,4700.0,47.0,19.0,23.0
1175dc374bce5c9d93c4d4281d8d85d7,perfumaria,52.0,693.0,1.0,400.0,18.0,18.0,18.0
2c71e9b9845634cb1ea6285a8f3cbf50,eletronicos,54.0,381.0,2.0,100.0,16.0,8.0,16.0
2500fb88ba75d71bd264e88b4da5b44b,telefonia,55.0,370.0,1.0,250.0,16.0,8.0,11.0
95b6e8160fbea38f306a26e66a6465a3,automotivo,59.0,555.0,1.0,4500.0,59.0,10.0,59.0
375478581c97832540b9209722a32058,bebes,60.0,566.0,1.0,17600.0,65.0,36.0,45.0
fc5c33cddd49638580cfe9fec90aa943,bebes,16.0,978.0,1.0,300.0,16.0,8.0,11.0
1ffe0f57d9bad302d252f7df6d6d29fc,automotivo,59.0,1391.0,3.0,1700.0,34.0,18.0,16.0
58493ca240e8c701678576a04c2d6336,eletronicos,52.0,537.0,1.0,200.0,21.0,7.0,14.0
0dc7e2749b6f2da894167fc88c86a2cc,brinquedos,30.0,1155.0,1.0,263.0,19.0,14.0,16.0
c9cfa62f6407e7bad1a59a8ad7255d4e,telefonia,56.0,214.0,2.0,200.0,22.0,16.0,16.0
7aeaa8f3e592e380c420e8910a717255,eletrodomesticos,37.0,1642.0,10.0,5500.0,29.0,37.0,25.0
7f6f8bdeee8ab42b5b4873b754f22a15,papelaria,41.0,312.0,2.0,200.0,24.0,7.0,14.0
b15b38f8a24ce6254dfa5bc5a06f18c5,automotivo,50.0,214.0,4.0,1600.0,25.0,9.0,17.0
4462167dca28740ae5078b9dce00f199,automotivo,50.0,520.0,2.0,1200.0,19.0,6.0,14.0
1965752f8e30a01b19fea24c2577ad0d,alimentos,28.0,528.0,1.0,1376.0,23.0,15.0,21.0
6dbcbca84288705e65660c9b4f369134,brinquedos,42.0,1604.0,1.0,6084.0,68.0,14.0,68.0
5cab8d5ca731b3de4c23b8b13b04e594,brinquedos,32.0,122.0,2.0,250.0,16.0,15.0,15.0
8bf5b1e066d9fb2a639f8f69d55a370d,automotivo,55.0,1440.0,1.0,575.0,20.0,10.0,15.0
26a5c56121a055cfa75ae4f9e324c024,automotivo,56.0,199.0,2.0,75.0,16.0,15.0,15.0
f7e0b1caf4e8709c62147484d5b1aa6a,perfumaria,55.0,310.0,3.0,200.0,20.0,5.0,13.0
74291f20821eae2aacb949b41622ef52,perfumaria,42.0,155.0,1.0,600.0,20.0,20.0,30.0
1ee079ac734051dc6b17c085dc203b0c,eletroportateis,57.0,2259.0,1.0,550.0,20.0,13.0,21.0
17597731049645b4a7cd01de0b4188d5,brinquedos,50.0,690.0,1.0,7175.0,50.0,22.0,40.0
d0c59b22539b0b391e5834a1dae7caa8,brinquedos,35.0,272.0,2.0,350.0,19.0,22.0,17.0
64df6c5d4c7440a043e13fa796eb4ac4,papelaria,60.0,466.0,7.0,400.0,21.0,7.0,15.0
675dbd52c3dadeafa9a8c96ea5a9bfc6,bebes,58.0,801.0,1.0,2300.0,36.0,30.0,19.0
919f371545037a68a1585ef9f0b9494a,climatizacao,52.0,1427.0,1.0,10050.0,51.0,49.0,24.0
665839d5bdf604c2909beca037c57144,brinquedos,22.0,265.0,1.0,420.0,28.0,12.0,22.0
3cb11cc74ce2cf42fd23d867c18a7745,brinquedos,58.0,701.0,6.0,2250.0,55.0,12.0,35.0
89005f5c60b53829a9a617fe5e292221,automotivo,40.0,622.0,6.0,700.0,40.0,15.0,40.0
1d3d7e2bc2cb75e4e2c798ec9aae0279,telefonia,57.0,1260.0,2.0,175.0,17.0,3.0,12.0
0f4d27b820e317c951649da022895e0e,brinquedos,37.0,337.0,1.0,325.0,17.0,18.0,12.0
