seller_id,seller_zip_code_prefix,seller_city,seller_state
4221a7df464f1fe2955934e30ff3a5a1,48602,bahia,BA
fc4751cfe3b279c419615b9b00c1abb4,86047,londrina,PR
e1a210d482714ce337763a19aef94ba4,85807,cascavel,PR
085f6f7e049c996695fb2074fe38d45e,12020,taubate,SP
34675b28b826facfde119785bf287dc1,85802,cascavael,PR
64cc804291f90c81f02bfc2bb58ff55a,81250,curitiba,PR
5f57db27027655e6c6a391601daa0258,29138,viana,ES
e1b12447a7563944843191754aeb5562,7145,guarulhos,SP
d3f39f05462b79a4562d35893a28f159,13730,mococa,SP
b86a47b3366e3b5424a7b225781f4908,37900,passos,MG
0176f73cc1195f367f7b32db1e5b3aa8,14940,ibitinga,SP
c8771b1a10bb99bb34d3c459c5cffb53,36512,tocantins,SP
2d42ebcda99fd55f6f4bc2f1ca035d50,76400,uruacu,GO
e9bc59e7b60fc3063eb2290deda4cced,87083,maringa,PR
13d95f0f6f73943d4ceffad0fc2cd32c,74473,goiania,GO
b0b346d3a89f5eb4c2968af3f083cd43,13105,campinas,SP
e5545d4d4473876ea78c5bcebca365c3,17512,marilia,SP
fa1a9dec3a9940c072684a46728bf1fc,88820,icara,SC
c5ebe6598748b0aeaa61cfb820478b92,95910,lajeado,RS
6524b847b982cd56bb5d4b02b776ee42,13042,campinas,SP
972d0f9cf61b499a4812cf0bfa3ad3c4,88359,brusque,SC
8c91bfea4263b8fba54081460693e2a1,98920,horizontina,RS
75fdd0a732287f9497b179f6bd445d32,9350,maua,SP
cfb1a033743668a192316f3c6d1d2671,18110,votorantim,SP
adcf50477d6a1f5d91bb9d54c4903cb5,35530,claudio,MG
f326006815956455b2859abd58fe7e39,15601,fernandopolis,SP
bac692d6c0ed08467878018e6cc9c26c,89041,blumenau,SC
6a51fc556dab5f766ced6fbc860bc613,17500,marilia,SP
ea6b12bf9ffe2bac34602ec631d97a47,7093,guarulhos,SP
fa7ad8ae9bcb2c4493fdf38e96b1d74f,13920,pedreira,SP
d1ef48b38baca7e831711c4a0aeb398f,86800,apucarana,PR
67e43d802fde8cfd3f9580124f8167d1,7062,guarulhos,SP
f18112da765e0971ca5d510dec322bdd,88351,brusque,SC
259f7b5e6e482c230e5bfaa670b6bb8f,8550,poa,SP
f457c46070d02cadd8a68551231220dd,87047,maringa,PR
5962468f885ea01a1b6a97a218797b0a,82040,curitiba,PR
2b1a40c1daabc6ca280c4b815c101841,35500,divinopolis,MG
f356c348fbc8df6a882823e21f5ce8b7,92025,canoas,RS
2ba91c7ad80ff88b23b7db823b43c233,13310,itu,SP
3d0cd21d41671c46f82cd11176bf7277,89217,joinville,SC
d93919c944be9cff128f6c9cb899eacb,13375,mombuca,SP
c5f7e746b7e6d07def6c0dae9903279b,81350,curitiba,PR
2d20f1cd18725c91147da0791d498022,86040,londrina,PR
002100f778ceb8431b7a1020ff7ab48f,14405,franca,SP
36f98ad67cc981f50ce8aed093d5783c,85904,toledo,PR
6eb94e1466490d327a09abf8f3552a50,13219,jundiai,SP
8ff1a9df749e454105c55cda13e79143,17509,marilia,SP
c4fabeea6e569d42d02993bb1f4f1cbc,60741,fortaleza,CE
45c20d94d9171b0bcfab3c955e47d67b,13490,cordeiropolis,SP
5bc237df65098fe211bb4818f4d26d78,38410,uberlandia,MG
6a38087bc8ad4f89ff453561005f6dea,75123,anapolis,GO
4de6e4ba574aa9dfdc824bc44dc47fdd,83402,colombo,PR
6548c2550b6e2d8f18053216e1c7b6f3,9920,diadema,SP
f45122a9ab94eb4f3f8953578bc0c560,13419,piracicaba,SP
6481e96574816ead57975da2c0f6d80d,18072,sorocaba,SP
13e85aac53340018b40c2af68001b7e0,13920,pedreira,SP
b6dc74ed30f124f95227bed4e43a3bed,86702,arapongas,PR
8ed8ea9a57c862f2c18c2fe41f601d56,89030,blumenau,SC
ea846a0e7ad98a741783e886d89dfa44,16072,aracatuba,SP
2c54051840f19eca309a5423cf22df36,81830,curitiba,PR
ee27a8f15b1dded4d213a468ba4eb391,74210,goiania,GO
69b5eaa096c3f9d1e5c398c597f567d6,16200,birigui,SP
5b92bfa4120daa27c574daa2e386c693,18070,sorocaba,SP
fc38b5dceee1a730fad8853453437fbd,13073,campinas,SP
152ee17e4c8aaf53dac99f3462e4999b,89248,garuva,SC
04aa0a1c5ce6b222003403a3e11c3cc0,13150,cosmopolis,SP
1e47defeeadeca0e9a18fa5a9311e735,15800,catanduva,SP
ed8cb7b190ceb6067227478e48cf8dde,11015,santos,SP
1a8e2d9c38b84a9702ac7922924b0573,89245,araquari,SC
11305281b50fff20ae8bb473f8e11876,36500,uba,MG
9d681c7e12db302cb261e721040dde65,80330,curitiba,PR
c7bb64409aa480bb7d0335faaaf3d242,89218,joinville,SC
bb7ad8a45c027be8ab075b8e465f8ca0,88056,floranopolis,SC
8a207b6080964f3c1fc9d35bd6096ba4,15155,jaci,SP
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
3504c0cb71d7fa48d967e0e4c94d59d9,9350,maua,SP
164a5a8794e6d42e14f55e447b12a3bc,85980,guaira,PR
fbc14c0cf93505ef89f64665ffa4a7b5,14150,serrana,SP
e9874ae10b2d60d43917b6bbfa13a599,86604,rolandia,PR
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
d4ffeb15b67e81ff9af2b4252d99fb7e,12943,atibaia,SP
a150c540f572d0fb53992264bc5c10b5,18035,sorocaba,SP
7c1fea10b5b006671d608b1d7c446ec4,18550,boituva,SP
b6e1504972665f739dec4facb9943775,13405,piracicaba,SP
99eaacc9e6046db1c82b163c5f84869f,14400,franca,SP
8603f0038fe0e52fedd3382d266723de,88495,garopaba,SC
ab75b89cc49c9ab3160d0c91565a442a,17604,tupa,SP
93b9a99027bd8bd6af682aff18dd19bf,7600,mairipora,SP
7ecef8194babfec876ca720714327841,13041,campinas,SP
87b4428a334b8f676fd9a7f3bf544fb5,16480,guaimbe,SP
30829ded4523ab9224b93bc49a62c95f,95360,parai,RS
d354c38a7182125a748cb10474fe963b,28495,aperibe,RJ
4be9ae93c4fc0f41713d71a4194ee1b3,35500,divinopolis,MG
9996ae921c50e8dff411ac69c0b4bb8b,17605,tupa,SP
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
c8cc60ffd415254af5d9b9f34f32c369,18053,sorocaba,SP
1ce3ae5a399804d1a87e706f8a813c3e,88715,jaguaruna,SC
5f26c1408a65b42a7224cd463bdf3292,86707,arapongas,PR
ef30892870c278497523264be1be2241,14801,araraquara,SP
e9c2dc0dd4ac38448289be644ac94f42,89210,joinville,SC
fe87f472055fbcf1d7e691c00b1560dc,13085,campinas,SP
f46490624488d3ff7ce78613913a7711,7194,guarulhos,SP
ad420dd0c4f92f8af951ac24b86d0cf5,38230,fronteira,MG
054694fa03fe82cec4b7551487331d74,15840,itajobi,SP
dc50afafdfa325eadc890c7fa42a8f4e,87050,maringa,PR
a9415cf907dfa12f9ed18693244f5329,36320,prados,MG
b7d5b4b87af9d42b601865d3f3810bff,88020,florianopolis,SC
4125d9385a25e82d2f72d3a0fd55bc3f,11065,santos,SP
c8b0e2b0a7095e5d8219575d5e7e1181,8598,itaquaquecetuba,SP
38102b031c2a15e54623d711bfc753d3,62170,mucambo,CE
160e4f13fd3a64b1b86807be88b5ffb0,83409,colombo,PR
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
49383af7ab774e4e8f3000f49c83dc4b,12080,taubate,SP
8a2d12a90e92f012ce5226fc6592b653,81210,curitiba,PR
52956b80ae65fda598f06f6b9943e7a9,87050,maringa,PR
762ed976527cddf02787edba70fffa2a,86026,londrina,PR
e59aa562b9f8076dd550fcddf0e73491,82810,curitiba,PR
6b90f847357d8981edd79a1eb1bf0acb,7152,guarulhos,SP
48328ec9a579151d9cc6a86d4a59336c,92310,canoas,RS
73a63f72308aa20a46f4b1632018f196,82510,curitiba,PR
f62d7bb4a613ec758a03342d46b580b2,36570,vicosa,MG
252e76235acb79183cfca6e34f13337d,13090,campinas,SP
712efd3b68f9686dc856b84abd0f21ae,82130,curitiba,PR
b00af24704019bd2e1b335e70ad11f7c,40130,salvador,BA
0a198e95d32b1be2da9424c962a6ebfa,32260,contagem,MG
c092292535a57dacd95a8765f5518f87,26600,paracambi,RJ
20a8b0dc55da94fe74d112082427c84f,13312,itu,SP
1b4b28463457a256e9a784ebe2a8f630,13418,piracicaba,SP
db7ed69a53aa9fb1c01930ba54a88bbe,13820,jaguariuna,SP
7ade73f1b9b4e965f9009a4c3a7e2c15,17051,bauru,SP
aec99834ab5d38ead22766ada8497e87,83411,colombo,PR
b8578d2d823bd8e251f6fdd02b40902d,89069,blumenau,SC
0336182e1b3e92f029d5354832045fdf,14940,ibitinga,SP
c03121937e54a93fcc1825c3098bbb6e,82800,curitiba,PR
0b0ddbc7b9d9584f442c7ac92b0ff6c9,7052,guarulhos,SP
aa8af66c623d7d544dfe4bb85b5ebe3b,32672,betim,MG
556a6409838156ea299c9d1f9e2dde43,81200,curitiba,PR
934ed5cd1b9c1c7382d0a94a94b9e639,81070,curitiba,PR
be3b4b0f050a6aa1b2d901c4b77e979f,84430,imbituva,PR
6806dad1da97bfb5a9038eac6881f706,83280,guaratuba,PR
47efca563408aae19bb7206c2d969ea9,64033,teresina,PI
a435b009cd956ea60748b5cfbddf2e24,14406,franca,SP
9b76ad3d04236f76bc71c59470305e13,18550,boituva,SP
d7ab82074b5f1dfba46db123df101bff,12941,atibaia,SP
52f976b17ea7f2f087f56dcc419328f6,86820,california,PR
3586b8580d9c917874e053a1bb37b5ff,14802,araraquara,SP
6edacfd9f9074789dad6d62ba7950b9c,7135,guarulhos,SP
52831e5990d0771cb4951d6f12928167,17600,tupa,SP
4677a5437afda5fa7140b927b07be1cc,84920,japira,PR
4a1917ef994878940e1fb03eeb787ad7,70610,brasilia,DF
ccf8813e5a7d6c84d865cd38bfc2b130,12080,taubate,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
f9f68daa2af419d38f745478bcb3da1a,13180,sumare,SP
5058e8c1e82653974541e83690655b4a,8583,itaquaquecetuba,SP
dfa0c4c6229ab200a4a1336b4d7128ff,88085,florianopolis,SC
76833248bbc0e65a0293ec62023e4396,16200,birigui,SP
48e5ee06fb2dc74df1c711a9b6dfac2a,35540,oliveira,MG
2cb6eb1b7185064167657fa09f541105,34710,sabara,MG
9da1ca0bef29ee170e541927a5aeabdc,15500,votuporanga,SP
3faf68a3b0af94b10bac70d86077be49,13825,holambra,SP
f650a9708fa1bab22bdd8d3a818cc415,88901,ararangua,SC
5cbbd5a299cab112b7bf23862255e43e,83324,pinhais,PR
ebd1417732defaf66c50b5a800eb293e,86047,londrina,PR
bc503e244f187939d10c92a5c8e378ce,16200,birigui,SP
70125af26c2d6d4ef401a1d02ae7701f,74435,goiania,GO
ba90964cff9b9e0e6f32b23b82465f7b,7140,guarulhos,SP
59417c56835dd8e2e72f91f809cd4092,13480,limeira,SP
4bde6149c15cf7e177b36fa060dd6de8,99500,carazinho,RS
fe1bbc5feda5c8979a8a1b3b2512d5a6,38680,arinos,MG
32b8764b4ef628b53608fc34011fcc13,88504,lages,SC
0432ead42b6c8a0bdf68154add917fdf,9320,maua,SP
f680f85bee2d253556ac91be391d2c82,6365,carapicuiba,SP
3785b653b1b82de85ab47dd139938091,85640,ampere,PR
d379f449f2a3b271bc01c0782020f705,35500,divinopolis,MG
f3041c2e75ec683697a6a5ea82192210,35680,itauna,MG
c54679b132454625907c773d273d4126,11443,guaruja,SP
a2fa0bdc798ee84cdb08281337cf4fb6,88063,florianopolis,SC
1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC
e81e1f9c3e762e620f3fb60a51499e16,89520,curitibanos,SC
3da38366e7bd9baf6369071f782ecdf0,60346,fortaleza,CE
718539d38d07dd351c76db862760e2e2,13088,campinas,SP
b76f4d90e85657a240495c876313adc5,13185,hortolandia,SP
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
4c60877808f4318ef1107fbeb8f89afa,12940,atibaia,SP
ae8bfdbf1c2a2a2dee92d799db0a31c6,85900,toledo,PR
1927cdb9fa74f5270097f6250e8e8f34,17511,marilia,SP
8a87611c08849ffeeccab52aa798b6c7,82940,curitiba,PR
679769a98cfcc6da877c8486ff1c13f3,35162,ipatinga,MG
20a7efa9721046319bdde5d60b6b5365,88790,laguna,SP
febab0275244b9a49a623f0bd613ca2f,13920,pedreira,SP
436bf27f2f18474fc6047702e9f8a866,13041,campinas,SP
d2f3e277560ed4c6361284429b00f037,12942,atibaia,SP
45213867cefbf2cd4c6177e10216a951,13603,araras,SP
ff4ea69c2a729e83e63c7579e4ef8170,7071,guarulhos,SP
916748bc99315c2d202898ae58b1617e,18040,sorocaba,SP
bc2ac6b95e1accce9858528ee566c17e,13085,campinas,SP
02c988090b766852e088c69d7fb3b551,13473,americana,SP
e5f9e61ceb5f523cc966e0f34095032f,88353,brusque,SC
ad97a199236354e53fcd91a5a913e9a2,88350,brusque,SC
94165aea8a35c3c21499cbcae239b16c,38412,uberlandia,MG
c8665a4dd081a2c436b1cd921079d0d9,14750,pitangueiras,SP
6c17baf138731a4aaacc3210adf2037b,14400,franca,SP
fde0cc9ea29c8ccfc0a2c22256a58c71,81650,curitiba,PR
e63e8bfa530fb16910dd6956e592bb81,7160,guarulhos,SP
c4f7fee5b0db50e87766f5a4d1b1b758,18085,sorocaba,SP
d7485b33791774c36108f8c69602d48d,81020,curitiba,PR
7c9130f5f3729edd32aa059141d92484,17400,garca,SP
640e21a7d01df7614a3b4923e990d40c,14940,ibitinga,SP
9d213f303afae4983637247556438ede,14940,ibitinga,SP
aadfe0417e61315688b6bd7043361e25,74340,goiania,GO
55c26bcb609f480eb7868594245febb5,14910,tabatinga,SP
7fdb0720c8d7c9075538b365dc8c3a22,85904,toledo,PR
933446e9a59dece7ae9175103820ca8f,81730,curitiba,PR
3f8247d0f772ffa58560e5c682521ad5,89211,joinville,SC
fcba71d4d5db057f43249145e4eb1e27,13481,limeira,SP
c747d5b92c7648417faea95d36d763e8,61800,pacatuba,CE
d598f929fc44e1e38678e7f47250ec04,73801,formosa,GO
edc518ba25576a0188a0e8f2c3af186f,7023,guarulhos,SP
6b536a23086fba0d58c08d68814397f6,24346,niteroi,RJ
6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR
e7f3bf1ecd8526eb7f3b18059e6716e5,11680,ubatuba,SP
458c6fa920810ce2492da71bc26d9eec,15813,catanduva,SP
7494d0dcba8551df6cf37f1b905dc2f7,11013,santos,SP
2a5b78b41cd05baeac8df54c6606b92c,35570,formiga,MG
08f5819815f3d06545011850bd70f0a8,11075,santos,SP
b94cc9f10ddc85e4ba73a6f7974e7101,27930,macae,RJ
dd88d13bea9e4c2bf47daf224f8141e5,95900,lajeado,RS
72c38a04bd6a1c3dbc5298425a0db86d,85804,cascavel,PR
e595809a6c31ec4314fd06ef198c244d,88370,navegantes,SC
83d7070a0b9a8b4625fa8682b819fabb,6717,cotia,SP
0af977692321d895349eded183341d28,11070,santos,SP
