order_id,payment_sequential,payment_type,payment_installments,payment_value
3b697a20d9e427646d92567910af6d57,1,boleto,1,45.46
55c0b6b41ce482c3f77407ef43fc6bad,1,boleto,1,26.08
aa600269bffea363cca75ad2d1908903,1,boleto,1,93.26
487c1451b8fd7347d0e80e5aca887e91,2,voucher,1,30.0
65c863d90026e9dd4888e28d2135c983,2,voucher,1,50.0
279cc62fe9c5a9e6a7ad5a7536560944,1,boleto,1,116.56
67c8c2016ddabf0059783eb44e921f99,1,boleto,1,68.54
07d13d352c85dfbfa60dc56dea818335,1,boleto,1,32.62
9d8065ae4c6f5725ee052d02ab00f64e,1,boleto,1,82.06
591083bc42b589c7052118aa83118e76,5,voucher,1,20.0
79b63d1f9cf0257b33b04fbfb0847cba,2,voucher,1,76.9
1e6d912e4c63965bb9eccf0cc765fc24,1,boleto,1,207.24
c1b770015e27aaf2b475026989d04fe0,1,boleto,1,137.73
d087b8e096ca051f548e29b324272834,1,boleto,1,72.05
9c96fac210f67f329b80d898001fee09,1,boleto,1,65.0
85e710051891004eca4f527adcadd0c3,2,voucher,1,69.8
11978d520d85578c9f024b99ac1a87ef,2,voucher,1,20.09
31be75ffd0c4b58ca777e72cd2352b14,1,boleto,1,95.99
d56564f21e612a588607e9ffb39b9d21,2,voucher,1,1.23
068176c8a0550b07cddf7e05c8d55319,1,boleto,1,123.82
4b5648d8399ea47a4c323499045aaefc,1,boleto,1,32.38
dc400373e624e9b0435847a79813c658,2,voucher,1,48.91
7c3e71109e904d8e0c8d034456f87eca,1,boleto,1,404.88
881206af1a6a9cd34119b99782759dd4,1,boleto,1,44.77
f86d7bc39aab05299691322044b63bb2,1,voucher,1,1302.42
ad62ce74c314772d34c956d73fb305f3,1,boleto,1,69.33
da46439d7d06cf02cb44d0908ecc3575,1,boleto,1,41.86
d24e8541128cea179a11a65176e0a96f,1,voucher,1,50.0
33ebbe6b176d53190194b5b05cf69330,1,boleto,1,69.9
2176f1406c11f07dcdea94931730770d,1,boleto,1,88.08
6c936253ed9ab81f5293da5081ba8a9a,1,boleto,1,39.6
a04639b53f2cbd1f77b63ed44168566e,1,boleto,1,44.83
bedff73fa5a137527ba9314cac93b7b3,2,voucher,1,35.0
b80ba0f0c3d2a63feac0116f533cc6a9,3,voucher,1,2.99
f0d8a84693b073fa90c69667c924ff8f,1,boleto,1,92.57
009ac365164f8e06f59d18a08045f6c4,5,voucher,1,8.75
aeb81ccabe4f164a26e763cd5b07fd99,1,boleto,1,70.89
c8e19a0edcf6fd34024a2f7fe5f85ef8,1,boleto,1,341.4
29aefbcf33949b65e5303167977e0362,1,voucher,1,84.88
a23c7a7d06f1f8e9f6e45f934c7e106b,1,boleto,1,245.94
621b8e90f6fd06a792af8bdbbaf64a92,2,voucher,1,72.42
ce7cf6dd8f80dfb98716950ae40eca59,1,boleto,1,171.75
4cc95216e51190048472a2baf6fa53ee,1,boleto,1,56.05
1c859fbb6e7f238f3f6134628b845f3a,1,boleto,1,26.09
ada812c7806382c3085a5f5024bc17ca,1,boleto,1,37.25
e199c3b74cd391568e7c99aa28b0f274,1,boleto,1,168.51
94a71bedec852e752e86d530d03d6061,1,boleto,1,31.86
64d6282bba1a1c015acbdcacca391253,1,boleto,1,40.87
c24a00c414738de9ee6121f179ebba9c,1,boleto,1,107.87
8e6df87600aae0285919b5529f7f0bfd,1,boleto,1,126.48
fb6343faebbbee8c21d59d4ae59477a8,1,boleto,1,143.86
2df8ef770ee7c12291ed7811f4f414c5,1,voucher,1,56.89
75450feecb51c39e54f4bd4c74b867e5,1,boleto,1,46.78
d3f44296d90a42d3ec4b52b18654e87a,8,voucher,1,3.98
9a8743fed3cc7a477eb92cb0ca0e7d26,1,boleto,1,50.1
d0e9849de800fdb4cb3b5e6d42c6b367,1,boleto,1,85.79
838411338443a817cfb4c26f0f7a9c9a,1,boleto,1,63.7
18dc026cdb7d39abde1489c336528961,1,boleto,1,134.99
dbdcb70ae949e4cce08f59bfa7e4604b,1,boleto,1,159.31
5b7c6dbea3e21dc6314451ed73907c0c,1,boleto,1,48.27
0fe5bc7345e72628330234915ed373bd,1,boleto,1,106.85
386a7bf9de133efa1516c4145330f3a6,1,boleto,1,90.62
a72d1276fd9d74c154120c3a11eba771,1,boleto,1,75.69
683bf306149bb869980b68d48a1bd6ab,2,voucher,1,30.0
adc2f0c9fd838d820339f8220c1adf08,2,voucher,1,30.0
242bc9216a7d8514ba8d435a96d63c3d,1,boleto,1,127.69
b79a7395d3911e77688dfe966105a683,1,boleto,1,108.64
a3670896f8c6f70396896223eb4ca8be,1,boleto,1,72.9
45da19cff07c4148ba32b1a6bb8d87c1,1,boleto,1,126.68
ede510a059fd07ccec20bff19a227fa3,1,boleto,1,203.16
b9a8d194c52bcb022997d990bd402f7e,1,boleto,1,368.6
cbb39c59f8084f27c248bd5c3a1cde7b,1,boleto,1,244.35
81c2a9cc7a5d970fa1cb04443002088b,1,boleto,1,73.03
bdd49e833a618b2e10096e4bd5725977,1,boleto,1,55.13
20aa4f85b1ed8d98e5c742c1a003db9c,2,voucher,1,50.0
604b550c04e61700ab7bcb2ac5b5ca53,1,boleto,1,710.23
0913c46b1cafecb52e5a9a55b6c0e0fc,1,boleto,1,147.0
fd26702a3f7ee5d86580de591ff53e3f,1,boleto,1,56.42
019bdbaef5b5121c9b1811976aa510a5,1,boleto,1,108.64
ff5b7f440481674b38554434638beebf,1,boleto,1,110.63
189ede25eb8522abcbd3592d08811f85,1,boleto,1,280.08
a6afa7362f8ec053b0b61cdc8f1c8b25,1,boleto,1,48.1
940d83f3286808e4f8b1a7ac975b2aa9,1,boleto,1,76.02
3d7fb1dd6ff6f0eedb9976eda81e4a95,2,voucher,1,20.0
276971787e4550d908a7306c2fe79da3,1,boleto,1,51.03
93de8241002c099c87029b0362e5c0c9,2,voucher,1,25.9
332e264249f30a888b81bffd7a84e03c,1,boleto,1,131.47
1d5912d4e665fb2a085a50fc13007c02,1,boleto,1,69.9
ae544ab4fdaa9ad26ce17423e88b8702,1,boleto,1,48.13
88a82da4cb2eb4723c9965285fe826c9,2,voucher,1,25.0
f0ea851516ffb7fbea588f7d200e3d43,1,boleto,1,93.64
01e6f40a293da5a9dc11e49695c7541d,1,boleto,1,64.09
d2cb7c100806e87a227d413e9157cb76,1,boleto,1,75.07
d4a27413b758ce1cea90d005252591f9,1,boleto,1,41.69
b62880756e815882264069601458b5b1,1,boleto,1,100.21
5d5b8c94e2bc6b963da5af8a4b02bf08,1,boleto,1,80.55
efc0a4486f951c342875c6ffdeca315a,1,voucher,1,59.9
4862027da7986ac571a0bd91458ec358,1,boleto,1,51.1
d2b0a763647d885d0d3db2ee534ec02a,1,boleto,1,79.09
470e4a0aae7ae6c3bb0aa161b7abf205,1,boleto,1,93.69
73eedc4ca4a789813a63fe30856c805f,1,boleto,1,85.92
e4e0b1913652739070617b6a336a6ca5,1,boleto,1,44.72
a9096f7f0b61e8a65ae29ece51a43d03,1,boleto,1,108.68
16e62e9da7d33d61b6f26ccf68bc962c,1,boleto,1,415.93
6d0da5add693d625079fa8fdf40967d6,1,boleto,1,19.48
a1f7a3803f5afa1b25182cbc0b2c38be,1,boleto,1,73.34
0fe66ba925b98652d484ad6af89402e7,1,boleto,1,230.1
83f897bfa5b1f95356e8c9a33679cb49,1,boleto,1,206.14
92e3a3bff7261e031fc2901b229ce73a,1,boleto,1,212.73
816b15129b14c066ff4f5755938aefb0,1,boleto,1,126.44
fbbc0a864330509c41ca4b4f0ff9b780,2,voucher,1,140.08
4fbf4b4d08900c34f81e01ace9d3f294,1,boleto,1,64.48
d75cb3755738c4ae466303358f97bc55,1,boleto,1,37.69
a65211639143a90d6cb4116d808b1823,1,boleto,1,730.95
7c95572fd6e7e0ab8b88b00fd8c70716,1,boleto,1,53.39
48ab980d180764382cfa411d2fb63dc0,1,boleto,1,86.83
0fa927b252421189a0e0d5725fb3832d,2,voucher,1,103.79
219fda9e83f9a3ac8e1baa10d6cc6366,1,boleto,1,40.01
e3c4a1f61400e7db82ae759cacedc9a3,1,voucher,1,52.01
ba7243ecb3b63c80579ba1d4c34e277c,1,boleto,1,55.06
1857ec1a182661136fe7584592437d51,1,boleto,1,566.63
174fb39de9de15c80ea4076ba0cb6c83,1,boleto,1,93.91
81bee7ecbeae8e9b41bef6d41b146b12,1,boleto,1,202.26
048cc31326007f07b576b46beddecc12,1,boleto,1,272.58
68986e4324f6a21481df4e6e89abcf01,5,voucher,1,16.54
4c217e3cc24f803307dea7d619377def,1,boleto,1,86.37
36963a629da6c57d926df8f37a9e63a9,1,boleto,1,33.0
4c17c523dc7daa9cfdfb327f119179a4,1,boleto,1,43.28
15d2ed1b88ca436faafb7d7236dea795,1,boleto,1,76.08
a8ff452116db2ff4a2963f490afe5471,1,boleto,1,104.37
d022bdad33a575ca5edb8c4d51e44310,1,boleto,1,70.03
43b2b04bc7aba79e72acb260d116466b,1,voucher,1,45.24
3bfd863aeb764ee13e7a3909ca8be2a5,2,voucher,1,50.0
b9a089706e16d5490f7a2feb363e32e9,1,boleto,1,149.42
6902f0d9d7309f56f50b8713c3b6a4de,1,boleto,1,66.69
701784c754c8ac2e2a73dbbe7dc3a363,1,boleto,1,52.75
ee00fa5093eb96d8573403b382fb60a8,1,boleto,1,66.44
a38d122ad3e07ca8d13e4a42059b98d2,1,boleto,1,161.62
cf014dc8804713618176fc95af41b221,2,voucher,1,81.93
493c6b85f2b1911ffe31be7e8c2839c3,1,voucher,1,148.06
94cbbe30434a51f71837965608aa41e1,1,boleto,1,69.06
6eb1728e88c8db6cd1846dc95eb80572,1,voucher,1,85.24
9e8d7ab8137bcd3cfeac577dddf35592,2,voucher,1,100.0
8ca5bdac5ebe8f2d6fc9171d5ebc906a,3,voucher,1,15.0
df339f81c46dc0bf186cb6307d7cdb6a,1,boleto,1,35.4
3ca411651463b3a30f194126a1d6fda6,1,boleto,1,36.75
3615e42c9ff6c0d9bb86e14c6670d965,1,boleto,1,108.97
5718fc130d653929872f0481438d3f66,1,boleto,1,39.42
ac033ca6c43caa50310de844a7868c8e,1,boleto,1,74.03
f03c93c7441f0edaa7987c4313467110,1,boleto,1,66.78
262509218257310f675994ae58ffbfa9,1,boleto,1,49.05
4a686b47e7eecbd136617bf8ae7c9af4,2,voucher,1,20.0
c1d8546e6ed294dea3203910c9b0e7b5,1,boleto,1,128.07
7db5f2eb8f5f54db9f9e71ba4296bcbf,2,voucher,1,0.01
816ccd9d21435796e8ffa9802b2a782f,5,voucher,1,27.91
e6a66a8350bb88497954d37688ab123e,4,voucher,1,8.24
c9677a4babf96837ee697317b7963a92,1,boleto,1,32.77
4eecbfcab9ec27fad7e24ac94f9a032b,1,boleto,1,196.81
5429402f55e24651d38a030602f4b50c,1,boleto,1,46.84
69ab7fdbd887d055b05826a8cc5591d7,1,boleto,1,28.62
0ad81eec70d65880c30299b73ac7945d,1,boleto,1,160.74
fc6e9a6cd6985d3d454cccfdfdf66931,2,voucher,1,103.59
1d50a1ce4cf6a22155891f66fb4117b0,1,boleto,1,66.64
276c36d0f0218b24c09343edf53cb98f,1,voucher,1,17.01
750ed62dff96bf5713b8c6a6bbfdc948,1,boleto,1,189.96
b667484df2bb8bef1e61788f1c7556f5,1,boleto,1,170.37
c9721963d4b95316401d2d75621f353c,1,boleto,1,543.29
2dd8a69d1eb8ea62bdddc073c4e80ab1,1,boleto,1,72.83
e2c195168dcfb7f5465c1b342ac094ee,1,boleto,1,1605.14
be8ab651d9a385206918a02d21d0cc33,1,boleto,1,130.6
f2ce3b8d9c16e475c92d3c2d51809cfe,1,boleto,1,23.0
ab77be4cf9bf132ca4d82049e786e528,1,boleto,1,111.02
2fd35ca971609b8f8f878d87262e6fbd,1,boleto,1,50.1
0c4c42e7e040dc423699b1d019b684e1,1,boleto,1,79.69
2bdd95b017c58f97f4e735116e778d28,1,boleto,1,250.04
25e8002575a945e8d4ae84ca208daa50,1,boleto,1,104.07
2d609a52d61c0a90d5e88a143630bc7f,1,boleto,1,164.01
943124300f49c04925947c81838ab67d,1,boleto,1,35.09
cb161f108a2062a82651fe528b39ffa7,1,boleto,1,218.04
8533051a3ddfba857f39aa28d5b7a8f1,1,boleto,1,67.93
e7fbf44c317d9ac6b87b0330fed92f1b,1,boleto,1,40.53
dd6644d86c2b8177a9ae5f51bbf7b82a,1,boleto,1,167.07
c659935fdc19ef6b13aa33fb990a2f81,2,voucher,1,50.0
15623f35d6d5eaa2fcd185a613927e86,1,boleto,1,131.8
7cb67275a494651008ed5b1f0353ddce,1,boleto,1,88.54
2c9802d8dcf6a98e04bc7dc09cb33c65,1,boleto,1,63.05
b0a2019225451e417b6cc92baef9fc8c,1,boleto,1,45.95
8e3ab8811f9c3a04413aa4e14f84b872,1,boleto,1,46.0
cc779b75630b5b63955c7167fcadee93,2,voucher,1,23.23
2ff04f721a0ccf086506b4ba443d924a,1,boleto,1,32.13
90ea2b1be9c98c67406de151652daa63,1,boleto,1,59.22
0e9a5de04c76a97588efe7f216942de2,1,boleto,1,204.81
ad9447ca1bb7d23ed83358f2235b5a56,1,boleto,1,224.45
57cf629636cf674f91cdf37b7118b27f,1,boleto,1,137.97
938b81c296794bf21f608257efd9aae9,1,boleto,1,68.12
9c83e600b8c156f1b50b753f30e93634,1,boleto,1,84.05
60b0fba7a3132de4c33d2a0a2f204b15,1,boleto,1,149.73
035c01a45e289b155db4e47cf39b29d3,1,boleto,1,93.8
72e260ebb1a3c209dfd76c76f1d4f65c,1,boleto,1,121.6
374a125372cffb30e8e2df55f8448da4,1,boleto,1,73.03
ce4c70f737d1a9edba23290f6031d076,1,boleto,1,117.38
b5a1d012931f59ed905df201cf2aba80,2,voucher,1,50.0
f819c53d333f9775d516f9ab29e0ded8,1,boleto,1,364.46
5454971549d855538eb746e4d263f9a5,2,voucher,1,188.93
7aad0379bac4fe5dcb0a97650eaf957d,1,boleto,1,51.01
dac3a461489588cac0ab57343d625915,1,boleto,1,36.36
59bdf4abef7b3ebc43ac9d4865b426d9,1,boleto,1,62.91
608570b95a49743971fb82089b960070,3,voucher,1,12.29
de25b0f0bc16aa46db52a0cb9963b764,1,boleto,1,213.03
58ee11026c2fdda6ff738c392cc5fb00,1,boleto,1,74.16
633bd8dd4d19125b69aeee2526f79779,1,voucher,1,55.09
4fb76fa13b108a0d0478483421b0992c,6,voucher,1,10.04
f8868b8046c99c3b68a17b935efe47a9,1,boleto,1,199.43
4b21c757f8c1a51d41c1653e15d8f289,2,voucher,1,247.16
77c514940a145ab624fa7ec202ef6dae,1,boleto,1,64.44
3b26d4fe0e3bb6427ae7d3b446bd8c85,1,boleto,1,75.17
9b8254228cafa6a7e497fc21d7268c05,1,boleto,1,37.79
21e37650ff5769ef4eaa10725322d871,1,boleto,1,273.98
0c1457493ca1492c4a4417fc278605b0,2,voucher,1,50.0
85bb28ec7b858a8b703d82a51b3f5e1f,1,boleto,1,36.05
69949f70025210748c64e8271bc63520,1,voucher,1,184.93
5b18e0708f150becd4334b9e3d79fbd4,1,boleto,1,143.15
27667a063cb59b5d987a5a71c192cce5,1,voucher,1,118.35
d9f8510c453819ec4a9eb91851ea5fc4,1,boleto,1,186.27
9781bfa503ca3104435070afafacd54e,1,boleto,1,497.59
e3814831894acaf0ee4561b4a610b580,1,boleto,1,385.52
d4a1728b95d69bdf0bb9dae4bce1d666,1,boleto,1,71.81
161328407c259af79c57891e951b3406,1,boleto,1,33.1
d7c320185a2f9b32f5e2370ff3f8bd64,2,voucher,1,3.9
cf4e2fbc22f6efdf6c5988003626bf48,1,boleto,1,44.24
3e38a700307fe33c87f3ad4a3e0ebd02,1,boleto,1,398.88
603d99954d45262efae58a9827c7f02a,1,boleto,1,35.09
059d893dde97f787f2f608d5a5d13e0b,1,boleto,1,61.94
d9d8b7f0a98d33f05df5fce9f376aad8,1,boleto,1,64.63
03da04c1427d7b8bff38d76efca1029d,1,boleto,1,216.74
6e0b92bf7f849a26ecbd65716cf5d610,2,voucher,1,98.87
a44769d4b105fc1256ab873c55d43af6,1,boleto,1,91.92
6d9f6e79f1664d6ff8e74dd03f8a5b43,2,voucher,1,216.99
a8a2941e92152e0edc39bb862cd6b6e2,1,boleto,1,50.86
11f97a9967bb081adb9883460c71e845,3,voucher,1,33.56
8bf6956999b0861c3191773f28806f40,1,boleto,1,99.9
572c4bbf0f5f85a9b4a2c4fe0c7f04d5,1,voucher,1,69.46
3957b45bce42070cac232014ad4d001b,2,voucher,1,250.0
35e29aad915d0ccfeeb308572ff8fe79,1,boleto,1,21.01
6a0c96e8fd6d1c42bbfa1f5d49f3d3cb,3,voucher,1,64.25
b5a892962efd7d07db86cf0eee45fdff,1,boleto,1,64.44
2b8e4a06dca9d5c4071575613d7a5037,1,boleto,1,44.34
2c0e90a2bdcffa59af23fe752aa40541,1,boleto,1,218.27
4be15c7abcf23a32b92fdd6fe0859ed0,1,voucher,1,41.11
dbb182f0099f1b6b9172a1f1fe4a62b3,1,boleto,1,56.28
370e2e6c1a9fd451eb7f0852daa3b006,7,voucher,1,6.82
3ff5709e1eed2f4bf1cfdccaf65c6337,1,boleto,1,202.5
b87bff2c2c7ce847dc3c9459a117c3b5,1,boleto,1,164.55
c504b1d68ad8d98a627dadca7ca53673,1,boleto,1,38.42
743419ee64432e471c306434e29245b6,1,boleto,1,116.32
621e3ac1e934f773b4db54dbaa49edab,1,boleto,1,95.84
2cfc79d9582e9135c0a9b61fa60e6b21,1,voucher,1,79.56
8908c3c6b8591a4d779bc5a4abf4f951,1,voucher,1,44.55
cf40f4e7a565c0a50f13f0d95f3f3cc0,1,boleto,1,45.89
a86ad6bfca543eb89c02ccd35b2d4099,1,boleto,1,93.82
e715706f59e1a868d0a2e36af571a899,1,voucher,1,191.09
f264e75375a41310e31722cb8c28cb8d,1,boleto,1,306.78
3f6484ca65eed5c701aa5e348623537f,1,boleto,1,157.78
7ac78cb9b8592cea74cb5b1c3df6f84c,1,boleto,1,205.0
a476fb0537849039cb122034488f8ee4,1,voucher,1,41.0
9c14756d0113f66be55ca07456df3393,3,voucher,1,1.39
f1c5e5967b0cd0144bd3b56958f7da43,1,boleto,1,90.76
0b843b79b45dddbd796c0a7e51b2c6ca,1,boleto,1,481.07
20c01dd7a0783578fb672819519685ca,1,boleto,1,248.36
53177d318c723e378c2a2aa1e9b2ea8e,4,voucher,1,20.0
40a62332da0cae00581de556c36c00ac,1,boleto,1,165.3
a3a97bc6e236d5351537c8f466c34dad,3,voucher,1,6.67
29195b2e04b68eb25fc8a0fa5d2d81c4,1,boleto,1,236.09
c5bed3a385f406c503841fed148952b9,1,boleto,1,174.64
e0ba11a8f559fa965f2e848bf086d197,1,boleto,1,65.01
9095f0efd46352f74ec4937fedfeb0be,2,voucher,1,100.0
d92888ccf9b2ae4399868e099fadf925,1,boleto,1,41.09
98fe01bc254b759c1f2c11d77c2891d5,1,voucher,1,150.0
906dfb858a6afcaea1fb5cc0ed730147,1,boleto,1,143.1
50aee6309ac7a0d4fd5c78ac0d4e5404,1,boleto,1,277.48
62b7c4dfc1bfb412daf2852c00c4a672,1,boleto,1,28.07
457afd8c764234eb93f7a25268578440,1,boleto,1,228.82
0cc893e70885ba7fc151e85141326ef5,1,boleto,1,158.73
2fe235100bc886d03c83fa6c07c7b84e,1,boleto,1,67.53
d11f4ebdaac0950df9e15dd286ddbe81,1,boleto,1,35.0
59d02be1c50fb6e6930cafd6ff6a31e5,7,voucher,1,20.0
4b007a72f108b589a20227ab419705c9,1,boleto,1,36.38
afdb52c08c5d497fe471069341921788,1,boleto,1,47.79
c6dc29188afdf102454edab964438d2d,2,voucher,1,44.11
d54c217781126defeb4a78dc16f5ad39,1,boleto,1,35.41
53cbc02ffe278ca84b6f4920d9d3ecd5,1,boleto,1,2276.1
e43062fd260607596c8e02e5c12081e5,1,boleto,1,193.17
771c67ea357fe4e07933ca5c28e03bed,1,boleto,1,162.7
5795afd080b42134859d9b925c7919ea,1,boleto,1,71.14
e47a63ad65b54953702eae37cb14632b,3,voucher,1,20.0
f1a0e55a47be518c4c52510abb60bf22,1,boleto,1,46.92
5e823b29f4c615d58cdbfec5bdb2ee73,1,boleto,1,182.91
07144524b0b12343da7f0e7227dcb28d,1,boleto,1,100.34
049446a8732fca98a50e6767bb58bd49,1,boleto,1,66.01
35546dd6349a2065ed8ac6ffbd2b7aba,1,boleto,1,352.95
72b02234375680d174bc9fecfb0fd9fe,2,voucher,1,29.87
d07eb552f514f38f0107ee31243f8104,1,boleto,1,76.31
c4b2b908aab6585b6a3147ac72952242,1,boleto,1,85.81
e0e8bc6045cfe08b087197d81196e339,1,boleto,1,164.53
2e1f1b86124165634a36f9954e368b49,1,boleto,1,147.52
f002422b59aa21ebc2c12136d1ab4019,1,boleto,1,82.12
714b93bc4ed81c32fbf579f30619f3eb,2,voucher,1,173.38
41537821ce113ccef16d0e4b303f1230,1,boleto,1,89.27
9183e2fd9515c57925a0251ccfc21c63,1,boleto,1,85.4
b99a2fee4c6c76f8f22757566c90d534,1,voucher,1,44.6
c27a26005da9b758c804674cc9aa2da1,3,voucher,1,100.0
2921ebd304831878ac888644314d424d,1,boleto,1,113.08
2df92600294b6acc114b86b79dfff0f3,1,boleto,1,44.23
d01c5b46e00bd214519fe9f64bbb2649,1,boleto,1,93.72
5b04efc47b042c9734bf6d5a67be3b6d,1,boleto,1,28.08
605f2add48efc71a276d265b071695ba,1,boleto,1,75.17
54e21f5480d90336080ff89ec1ba503e,1,boleto,1,67.14
e04abd8149ef81b95221e88f6ed9ab6a,1,boleto,1,349.01
620b5f7f730ead80c8dba1202716a29f,6,voucher,1,9.39
c063af469224d02e7e9bcb0b1e46583c,2,voucher,1,20.0
1d9a9731b9c10fc9cba74e6f74782e8b,6,voucher,1,8.47
0c45caaab2bcc146bef109bee64d3b98,1,boleto,1,127.92
7403ac23ba120fd8567475b2f38bedcc,1,boleto,1,40.76
9564498225916371a8670c3b0253ea81,1,boleto,1,177.32
198078b833ce5c6249ea278d2bb3e220,1,boleto,1,119.84
7a80708ef3077d6b8334d40b000926a4,1,voucher,1,29.96
9e60724a9f4d8f5d169ee0b5bb7a8a46,1,boleto,1,298.32
e808b609d07ef4f022d702b20db24137,1,boleto,1,129.25
0ecc87706e05dcabbbfe5aa29767e9d0,1,boleto,1,1087.44
1be51feefcd481bee3118900e6777057,6,voucher,1,10.05
e8c2e13dbaea9f65abb449dc65d6e883,1,boleto,1,181.57
899f386e0652a9e159d00cbe97836be3,1,boleto,1,37.94
56a726fa0f40d3678696e62aaed9690d,2,voucher,1,33.05
8cdd96554616b2466ae2bd275781ef0f,1,boleto,1,40.48
09fd9b0402ed675bbd1ee1e81171ac7c,2,voucher,1,43.98
9c27a49a6afffd10bd25a5990a02c1e1,1,boleto,1,52.38
e398683c47bda1cf86be8772a50b4579,1,voucher,1,58.71
7385577575de1767a08ee7b11fb6d4af,1,voucher,1,27.36
3ba5d830ea579cb8687862a83f5b47df,1,boleto,1,141.48
4a28fe31d1808616ef3925084765c8b3,1,boleto,1,60.97
e4798e36e5f3fb9c75a695fdb0a2936a,1,boleto,1,31.17
75b1a5c661cf89c511ec6ec5da5c4c8e,1,boleto,1,58.13
6706f390222e7bc202b12f387ecd6e29,1,boleto,1,60.65
b8f1d12f21b83fdb91d157f357617d90,2,voucher,1,57.7
fab3dc50c9cba98a6261babbf9c16a62,1,boleto,1,58.01
4ccf6ee1044ab9f8ec63953f1f2a708d,1,boleto,1,136.71
79bbf3a1b3d37ef1258c8acc524e1ebb,1,boleto,1,76.29
3c58bffb70dcf45f12bdf66a3c215905,10,voucher,1,1.85
90b0ca32bb968251ac0b7eeb5393b7fe,1,boleto,1,146.68
a42e0d143aa73cfc5268d6756f36e7cf,1,boleto,1,24.09
c5ed4a55e251ad5ceeb15a399999516d,1,boleto,1,44.09
312182e0c020c06cbe244ddb6d4fe780,1,boleto,1,41.88
385949d678cba16e50726d65f1743d7c,3,voucher,1,28.71
f20142c58be62ba5f9175df74670dcb5,1,boleto,1,79.46
4ef2dc299b0885933a8773c1aa3656ae,1,boleto,1,88.72
381d16906fcc904fe66028d7438ebc3c,1,boleto,1,116.94
753276a5b8f820bbd0000f93b319bc0c,1,boleto,1,65.11
106f6c512adbf8efc43791f75692d25c,2,voucher,1,14.38
a8017b769d03b3474d5869b0dacf5f7a,1,voucher,1,114.44
7d8db373393c49a61b22e4688965988e,3,voucher,1,20.0
1a9d1688e994626c7556948cfdf0cc5b,1,boleto,1,70.14
ef3845484f82e3b6eed4a579e3c1063d,1,boleto,1,143.5
af581263488e6e37a5eecc8323943693,1,boleto,1,1075.23
359015301bc32c8897957246a4b11621,1,boleto,1,42.58
bb8f873e2d4e898546ba92f7febc7b34,1,boleto,1,815.65
982721650f1a226d3b11b4d852d461d2,1,boleto,1,43.0
55c2859a526d3cbf1df65ee601139c3a,1,boleto,1,35.84
4fe3375df4882c70c200e075e3f1fed0,1,boleto,1,97.08
42179e8f527c0f76eec0b2a37a284f4d,1,boleto,1,101.92
8280bddb9636fd420fecbd96c5b0c877,1,boleto,1,77.57
cd68632e7dc6d980f29dc6826a936d03,2,voucher,1,199.15
c08a3a0b0a729cc378e7a36ebf5e9a95,1,boleto,1,425.04
878a0241d449fe7ea1bec1cf145b9c9b,1,boleto,1,55.0
af4f0dc6b4ccb0aab19367dd0d19ffbb,1,boleto,1,168.29
98bffcaf0aacc0569cbe1fbfc94a9639,1,boleto,1,175.77
08432abcf785878edf1221a0611960ea,1,boleto,1,47.18
cdc80ab03580d7d907ecd33ae7818caa,1,boleto,1,102.03
0e02536713cb943858f5cd5b34f43e4c,1,boleto,1,101.25
a0f2abd22194d771e11728852ff988bd,3,voucher,1,61.22
